Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,RMSD_minus,complete_name
Bujnicki,5,20.939,51,29.431,50,0.711,53,0.877,49,0.0,49,0.667,50,26.75,62,24.804,42,0.251,21,0.0,1,2.02e-06,0,PZ28tBox,-20.939,PZ28tBox_Bujnicki_5
iFoldRNA,2,21.194,52,31.783,58,0.667,62,0.773,61,-1.0,64,0.645,59,142.0,67,26.79,50,0.199,70,0.0,1,3.96e-06,0,PZ28tBox,-21.194,PZ28tBox_iFoldRNA_2
RNAComposer,2,21.338,53,27.226,39,0.784,37,0.933,1,0.5,11,0.736,37,9.44,53,21.623,31,0.285,4,0.0,1,5.726e-06,0,PZ28tBox,-21.338,PZ28tBox_RNAComposer_2
iFoldRNA,1,21.631,54,33.377,59,0.648,65,0.678,68,-1.0,64,0.653,57,97.95,63,26.732,48,0.22,60,0.0,1,1.197e-05,0,PZ28tBox,-21.631,PZ28tBox_iFoldRNA_1
Adamiak,1,22.124,55,27.579,41,0.802,34,0.933,1,0.5,11,0.765,34,9.44,53,23.596,36,0.263,13,0.0,1,3.895e-05,0,PZ28tBox,-22.124,PZ28tBox_Adamiak_1
Chen,9,22.825,56,30.514,53,0.748,43,0.931,32,0.894,1,0.66,54,2.2,5,27.667,57,0.218,62,0.0,1,0.0001843,0,PZ28tBox,-22.825,PZ28tBox_Chen_9
TFN,1,23.045,57,28.609,47,0.806,33,0.933,1,0.354,17,0.775,33,6.61,39,19.58,30,0.261,14,0.0,1,0.0002916,0,PZ28tBox,-23.045,PZ28tBox_TFN_1
Chen,6,23.06,58,31.288,57,0.737,45,0.857,51,0.894,1,0.68,46,3.78,20,29.441,63,0.224,56,0.0,1,0.000301,0,PZ28tBox,-23.06,PZ28tBox_Chen_6
Chen,7,23.959,59,31.224,56,0.767,39,0.895,48,0.894,1,0.707,39,2.52,7,29.402,62,0.237,40,0.0,1,0.001686,0,PZ28tBox,-23.959,PZ28tBox_Chen_7
Chen,1,24.387,60,33.698,60,0.724,50,0.931,32,0.577,10,0.641,63,7.24,44,30.633,68,0.236,44,0.0,1,0.003532,0,PZ28tBox,-24.387,PZ28tBox_Chen_1
Chen,10,24.964,61,33.965,62,0.735,46,0.913,47,0.75,7,0.664,52,3.78,20,29.718,64,0.197,72,0.0,1,0.008814,0,PZ28tBox,-24.964,PZ28tBox_Chen_10
Xiao,2,24.983,62,60.62,70,0.412,72,0.163,71,0.0,49,0.52,71,1.89,4,34.616,72,0.266,9,0.0,1,0.009068,0,PZ28tBox,-24.983,PZ28tBox_Xiao_2
RNAComposer,4,25.292,63,34.883,65,0.725,48,0.933,1,0.0,49,0.66,54,10.07,56,27.494,56,0.208,66,0.0,1,0.01423,0,PZ28tBox,-25.292,PZ28tBox_RNAComposer_4
Chen,3,25.475,64,33.829,61,0.753,41,0.914,45,0.671,9,0.692,44,7.55,48,30.542,67,0.255,18,0.0,1,0.01835,0,PZ28tBox,-25.475,PZ28tBox_Chen_3
Chen,8,25.726,65,34.162,63,0.753,41,0.838,54,0.894,1,0.713,38,5.98,37,30.136,65,0.237,40,0.0,1,0.02559,0,PZ28tBox,-25.726,PZ28tBox_Chen_8
Xiao,4,25.934,66,57.192,69,0.453,70,0.344,69,0.0,49,0.509,72,2.52,7,33.283,71,0.219,61,0.0,1,0.03332,0,PZ28tBox,-25.934,PZ28tBox_Xiao_4
Xiao,1,26.018,67,60.721,71,0.428,71,0.163,71,0.0,49,0.538,70,0.63,1,28.955,61,0.283,5,0.0,1,0.0369,0,PZ28tBox,-26.018,PZ28tBox_Xiao_1
Chen,2,26.309,68,34.221,64,0.769,38,0.914,45,0.894,1,0.698,42,6.3,38,28.304,60,0.21,64,0.0,1,0.05198,0,PZ28tBox,-26.309,PZ28tBox_Chen_2
Chen,5,26.695,69,35.977,67,0.742,44,0.931,32,0.75,7,0.66,54,2.52,7,31.165,69,0.228,52,0.0,1,0.07904,0,PZ28tBox,-26.695,PZ28tBox_Chen_5
Chen,4,27.253,70,35.588,66,0.766,40,0.931,32,0.894,1,0.688,45,1.26,3,30.215,66,0.216,63,0.0,1,0.1353,0,PZ28tBox,-27.253,PZ28tBox_Chen_4
RNAComposer,3,27.63,71,38.717,68,0.714,51,0.915,42,0.354,17,0.645,59,8.5,50,24.421,38,0.249,22,0.0,1,0.1861,0,PZ28tBox,-27.63,PZ28tBox_RNAComposer_3
Xiao,3,29.167,72,64.128,72,0.455,69,0.215,70,-1.0,64,0.548,69,2.2,5,32.164,70,0.223,57,0.0,1,0.4848,0,PZ28tBox,-29.167,PZ28tBox_Xiao_3
TFN,2,2.73,1,3.26,1,0.837,17,0.933,29,1.0,1,0.791,18,21.77,57,19.808,2,0.702,4,0.0,1,0.0,0,PZ28tRNA,-2.73,PZ28tRNA_TFN_2
Das,7,2.792,2,3.334,2,0.837,17,0.933,29,1.0,1,0.791,18,16.94,34,20.389,4,0.707,1,0.0,1,0.0,0,PZ28tRNA,-2.792,PZ28tRNA_Das_7
Das,5,2.921,3,3.469,3,0.842,13,0.933,29,1.0,1,0.798,12,18.55,41,20.401,5,0.704,2,0.0,1,0.0,0,PZ28tRNA,-2.921,PZ28tRNA_Das_5
Das,1,3.022,4,3.638,4,0.831,24,0.933,29,1.0,1,0.781,25,17.34,37,20.539,8,0.685,9,0.0,1,0.0,0,PZ28tRNA,-3.022,PZ28tRNA_Das_1
FARFAR2,2,3.084,5,3.671,5,0.84,16,0.933,29,1.0,1,0.794,16,20.16,48,20.049,3,0.702,4,0.0,1,0.0,0,PZ28tRNA,-3.084,PZ28tRNA_FARFAR2_2
Das,8,3.094,6,3.713,8,0.833,23,0.933,29,1.0,1,0.783,23,21.37,55,21.072,17,0.699,6,0.0,1,0.0,0,PZ28tRNA,-3.094,PZ28tRNA_Das_8
Das,3,3.123,7,3.687,6,0.847,10,0.933,29,1.0,1,0.804,10,19.35,44,20.935,10,0.684,10,0.0,1,0.0,0,PZ28tRNA,-3.123,PZ28tRNA_Das_3
FARFAR2,5,3.123,7,3.709,7,0.842,13,0.933,29,1.0,1,0.798,12,19.76,46,21.416,25,0.677,16,0.0,1,0.0,0,PZ28tRNA,-3.123,PZ28tRNA_FARFAR2_5
RNAComposer,2,3.144,9,3.82,12,0.823,31,0.956,18,0.632,49,0.783,23,10.08,17,22.79,38,0.597,52,0.0,1,0.0,0,PZ28tRNA,-3.144,PZ28tRNA_RNAComposer_2
FARFAR2,1,3.146,10,3.735,9,0.842,13,0.933,29,1.0,1,0.798,12,19.76,46,21.199,19,0.703,3,0.0,1,0.0,0,PZ28tRNA,-3.146,PZ28tRNA_FARFAR2_1
RNAComposer,3,3.19,11,4.176,14,0.764,53,0.956,18,0.632,49,0.694,58,15.32,31,25.881,58,0.639,41,0.0,1,0.0,0,PZ28tRNA,-3.19,PZ28tRNA_RNAComposer_3
FARFAR2,7,3.196,12,3.817,11,0.837,17,0.91,54,1.0,1,0.798,12,17.34,37,20.96,14,0.678,14,0.0,1,0.0,0,PZ28tRNA,-3.196,PZ28tRNA_FARFAR2_7
TFN,5,3.23,13,3.813,10,0.847,10,0.933,29,1.0,1,0.804,10,20.56,49,21.482,26,0.67,21,0.0,1,0.0,0,PZ28tRNA,-3.23,PZ28tRNA_TFN_5
TFN,3,3.304,14,3.955,13,0.835,20,0.933,29,1.0,1,0.787,20,20.56,49,21.141,18,0.695,7,0.0,1,0.0,0,PZ28tRNA,-3.304,PZ28tRNA_TFN_3
TFN,4,3.493,15,4.291,15,0.814,36,0.91,54,1.0,1,0.764,37,20.56,49,21.058,16,0.674,17,0.0,1,0.0,0,PZ28tRNA,-3.493,PZ28tRNA_TFN_4
FARFAR2,4,3.548,16,4.308,16,0.824,28,0.933,29,0.913,30,0.776,26,20.56,49,20.5,6,0.686,8,0.0,1,0.0,0,PZ28tRNA,-3.548,PZ28tRNA_FARFAR2_4
TFN,8,3.558,17,4.32,17,0.824,28,0.91,54,1.0,1,0.776,26,21.37,55,21.49,27,0.666,24,0.0,1,0.0,0,PZ28tRNA,-3.558,PZ28tRNA_TFN_8
TFN,1,3.611,18,4.41,19,0.819,35,0.91,54,1.0,1,0.77,34,21.78,58,20.528,7,0.681,13,0.0,1,0.0,0,PZ28tRNA,-3.611,PZ28tRNA_TFN_1
TFN,10,3.667,19,4.389,18,0.835,20,0.933,29,1.0,1,0.787,20,19.35,44,22.031,32,0.671,19,0.0,1,0.0,0,PZ28tRNA,-3.667,PZ28tRNA_TFN_10
TFN,7,3.758,20,4.616,20,0.814,36,0.91,54,1.0,1,0.764,37,20.97,53,21.258,21,0.662,35,0.0,1,0.0,0,PZ28tRNA,-3.758,PZ28tRNA_TFN_7
TFN,9,3.811,21,4.64,22,0.821,32,0.933,29,0.913,30,0.772,32,17.34,37,21.523,28,0.684,10,0.0,1,0.0,0,PZ28tRNA,-3.811,PZ28tRNA_TFN_9
FARFAR2,10,3.829,22,4.622,21,0.828,25,0.933,29,1.0,1,0.776,26,26.21,60,21.407,24,0.671,19,0.0,1,0.0,0,PZ28tRNA,-3.829,PZ28tRNA_FARFAR2_10
Das,2,3.867,23,4.833,27,0.8,42,0.933,29,0.913,30,0.742,40,16.53,32,21.553,29,0.666,24,0.0,1,0.0,0,PZ28tRNA,-3.867,PZ28tRNA_Das_2
FARFAR2,6,3.867,23,4.833,27,0.8,42,0.933,29,0.913,30,0.742,40,16.53,32,21.553,29,0.666,24,0.0,1,0.0,0,PZ28tRNA,-3.867,PZ28tRNA_FARFAR2_6
FARFAR2,3,3.883,25,4.853,29,0.8,42,0.933,29,1.0,1,0.736,42,18.95,42,21.327,23,0.678,14,0.0,1,0.0,0,PZ28tRNA,-3.883,PZ28tRNA_FARFAR2_3
Das,10,3.947,26,4.764,25,0.828,25,0.933,29,1.0,1,0.776,26,26.21,60,20.957,12,0.669,22,0.0,1,0.0,0,PZ28tRNA,-3.947,PZ28tRNA_Das_10
FARFAR2,8,3.947,26,4.764,25,0.828,25,0.933,29,1.0,1,0.776,26,26.21,60,20.957,12,0.669,22,0.0,1,0.0,0,PZ28tRNA,-3.947,PZ28tRNA_FARFAR2_8
TFN,6,3.957,28,4.737,24,0.835,20,0.933,29,1.0,1,0.787,20,18.95,42,21.037,15,0.661,37,0.0,1,0.0,0,PZ28tRNA,-3.957,PZ28tRNA_TFN_6
Das,9,4.055,29,4.937,30,0.821,32,0.933,29,0.913,30,0.772,32,20.97,53,21.73,31,0.666,24,0.0,1,0.0,0,PZ28tRNA,-4.055,PZ28tRNA_Das_9
Chen,5,4.093,30,4.733,23,0.865,5,0.978,7,0.775,37,0.826,4,1.61,1,27.614,68,0.612,50,0.0,1,0.0,0,PZ28tRNA,-4.093,PZ28tRNA_Chen_5
Das,4,4.168,31,5.074,31,0.821,32,0.933,29,1.0,1,0.765,36,16.94,34,20.956,11,0.683,12,0.0,1,0.0,0,PZ28tRNA,-4.168,PZ28tRNA_Das_4
FARFAR2,9,4.2,32,5.189,33,0.81,39,0.933,29,0.913,30,0.755,39,24.6,59,21.206,20,0.673,18,0.0,1,0.0,0,PZ28tRNA,-4.2,PZ28tRNA_FARFAR2_9
RNAComposer,4,4.279,33,5.795,38,0.738,56,0.956,18,0.632,49,0.661,60,10.48,18,22.508,36,0.534,53,0.0,1,0.0,0,PZ28tRNA,-4.279,PZ28tRNA_RNAComposer_4
Bujnicki,1,4.541,34,5.642,36,0.805,40,0.956,18,1.0,1,0.731,43,4.03,9,25.027,45,0.664,33,0.0,1,0.0,0,PZ28tRNA,-4.541,PZ28tRNA_Bujnicki_1
Chen,4,4.542,35,5.184,32,0.876,2,1.0,1,0.775,37,0.832,3,4.44,10,27.668,69,0.617,48,0.0,1,0.0,0,PZ28tRNA,-4.542,PZ28tRNA_Chen_4
Das,6,4.635,36,5.628,35,0.824,28,0.91,54,1.0,1,0.776,26,17.74,40,20.919,9,0.664,33,0.0,1,0.0,0,PZ28tRNA,-4.635,PZ28tRNA_Das_6
Bujnicki,3,4.815,37,6.11,40,0.788,48,0.956,18,1.0,1,0.703,57,3.23,5,25.496,54,0.662,35,0.0,1,0.0,0,PZ28tRNA,-4.815,PZ28tRNA_Bujnicki_3
Chen,2,4.857,38,5.522,34,0.88,1,1.0,1,0.775,37,0.839,1,2.82,4,26.565,65,0.623,45,0.0,1,0.0,0,PZ28tRNA,-4.857,PZ28tRNA_Chen_2
Chen,1,4.929,39,5.791,37,0.851,9,0.978,7,0.775,37,0.805,8,3.63,6,27.176,67,0.616,49,0.0,1,0.0,0,PZ28tRNA,-4.929,PZ28tRNA_Chen_1
RNAComposer,1,5.015,40,6.325,45,0.793,47,0.978,7,0.894,36,0.709,50,10.48,18,22.334,34,0.512,54,0.0,1,0.0,0,PZ28tRNA,-5.015,PZ28tRNA_RNAComposer_1
Bujnicki,4,5.075,41,6.363,46,0.798,45,0.956,18,1.0,1,0.719,47,5.24,11,26.457,62,0.658,39,0.0,1,0.0,0,PZ28tRNA,-5.075,PZ28tRNA_Bujnicki_4
Chen,10,5.077,42,5.826,39,0.872,3,1.0,1,0.775,37,0.826,4,3.63,6,26.697,66,0.618,46,0.0,1,0.0,0,PZ28tRNA,-5.077,PZ28tRNA_Chen_10
Xiao,1,5.148,43,7.126,49,0.722,58,0.86,67,-1.0,63,0.704,52,14.93,26,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,-5.148,PZ28tRNA_Xiao_1
Xiao,2,5.148,43,7.126,49,0.722,58,0.86,67,-1.0,63,0.704,52,14.93,26,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,-5.148,PZ28tRNA_Xiao_2
Xiao,3,5.148,43,7.126,49,0.722,58,0.86,67,-1.0,63,0.704,52,14.93,26,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,-5.148,PZ28tRNA_Xiao_3
Xiao,4,5.148,43,7.126,49,0.722,58,0.86,67,-1.0,63,0.704,52,14.93,26,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,-5.148,PZ28tRNA_Xiao_4
Xiao,5,5.148,43,7.126,49,0.722,58,0.86,67,-1.0,63,0.704,52,14.93,26,25.416,49,0.666,24,0.0,1,0.0,0,PZ28tRNA,-5.148,PZ28tRNA_Xiao_5
Chen,6,5.231,48,6.136,41,0.852,8,0.957,15,0.775,37,0.815,7,3.63,6,27.832,71,0.618,46,0.0,1,0.0,0,PZ28tRNA,-5.231,PZ28tRNA_Chen_6
Chen,3,5.236,49,6.203,42,0.844,12,0.978,7,0.775,37,0.794,16,2.02,3,26.545,63,0.631,42,0.0,1,0.0,0,PZ28tRNA,-5.236,PZ28tRNA_Chen_3
Bujnicki,5,5.258,50,6.692,48,0.786,49,0.933,29,1.0,1,0.713,49,10.89,21,25.556,55,0.659,38,0.0,1,0.0,0,PZ28tRNA,-5.258,PZ28tRNA_Bujnicki_5
Chen,9,5.339,51,6.222,43,0.858,7,1.0,1,0.775,37,0.805,8,5.25,13,26.137,59,0.63,43,0.0,1,0.0,0,PZ28tRNA,-5.339,PZ28tRNA_Chen_9
Chen,8,5.41,52,6.264,44,0.864,6,1.0,1,0.632,49,0.823,6,1.61,1,27.681,70,0.61,51,0.0,1,0.0,0,PZ28tRNA,-5.41,PZ28tRNA_Chen_8
Chen,7,5.688,53,6.535,47,0.87,4,0.978,7,0.775,37,0.834,2,5.24,11,28.045,72,0.628,44,0.0,1,0.0,0,PZ28tRNA,-5.688,PZ28tRNA_Chen_7
Ding,2,6.192,54,7.989,54,0.775,51,0.978,7,-1.0,63,0.721,46,6.05,14,23.741,40,0.357,62,0.0,1,0.0,0,PZ28tRNA,-6.192,PZ28tRNA_Ding_2
Adamiak,2,6.5,55,8.901,58,0.73,57,0.934,26,0.632,49,0.65,62,13.31,25,26.142,60,0.45,57,0.0,1,0.0,0,PZ28tRNA,-6.5,PZ28tRNA_Adamiak_2
RNAComposer,5,6.55,56,8.069,55,0.812,38,0.978,7,0.447,56,0.767,35,16.94,34,26.56,64,0.396,60,0.0,1,0.0,0,PZ28tRNA,-6.55,PZ28tRNA_RNAComposer_5
Bujnicki,2,6.757,57,8.397,56,0.805,40,0.956,18,1.0,1,0.731,43,11.68,24,25.231,47,0.657,40,0.0,1,0.0,0,PZ28tRNA,-6.757,PZ28tRNA_Bujnicki_2
Adamiak,3,6.795,58,9.08,59,0.748,55,0.957,15,0.775,37,0.656,61,10.89,21,23.283,39,0.427,58,0.0,1,0.0,0,PZ28tRNA,-6.795,PZ28tRNA_Adamiak_3
Adamiak,5,6.861,59,8.747,57,0.784,50,0.978,7,0.632,49,0.714,48,8.06,15,19.168,1,0.455,55,0.0,1,0.0,0,PZ28tRNA,-6.861,PZ28tRNA_Adamiak_5
Ding,1,7.171,60,9.578,61,0.749,54,1.0,1,0.632,49,0.645,64,10.89,21,24.775,44,0.379,61,0.0,1,0.0,0,PZ28tRNA,-7.171,PZ28tRNA_Ding_1
Adamiak,4,7.321,61,9.463,60,0.774,52,0.934,26,0.775,37,0.706,51,8.87,16,22.167,33,0.419,59,0.0,1,0.0,0,PZ28tRNA,-7.321,PZ28tRNA_Adamiak_4
Adamiak,1,9.047,62,11.398,62,0.794,46,0.957,15,0.775,37,0.725,45,10.48,18,24.039,43,0.452,56,0.0,1,0.0,0,PZ28tRNA,-9.047,PZ28tRNA_Adamiak_1
iFoldRNA,3,14.102,63,21.409,65,0.659,69,0.876,65,0.0,58,0.602,68,180.57,72,22.381,35,0.306,63,0.0,1,2.582e-10,0,PZ28tRNA,-14.102,PZ28tRNA_iFoldRNA_3
iFoldRNA,2,14.111,64,20.192,63,0.699,64,0.889,62,0.316,57,0.649,63,105.6,63,23.823,41,0.286,65,0.0,1,2.662e-10,0,PZ28tRNA,-14.111,PZ28tRNA_iFoldRNA_2
iFoldRNA,5,14.532,65,21.14,64,0.687,65,0.936,25,0.0,58,0.618,66,108.25,64,22.569,37,0.249,68,0.0,1,1.149e-09,0,PZ28tRNA,-14.532,PZ28tRNA_iFoldRNA_5
iFoldRNA,1,15.179,66,22.196,66,0.684,66,0.886,64,0.0,58,0.643,65,134.62,67,23.885,42,0.221,70,0.0,1,9.78e-09,0,PZ28tRNA,-15.179,PZ28tRNA_iFoldRNA_1
iFoldRNA,4,15.281,67,23.325,68,0.655,71,0.894,61,-1.0,63,0.58,71,139.4,70,25.628,57,0.295,64,0.0,1,1.355e-08,0,PZ28tRNA,-15.281,PZ28tRNA_iFoldRNA_4
SimRNA,1,15.409,68,22.823,67,0.675,67,0.934,26,-1.0,63,0.602,68,138.47,69,25.622,56,0.252,67,0.0,1,2.033e-08,0,PZ28tRNA,-15.409,PZ28tRNA_SimRNA_1
SimRNA,2,16.245,69,24.735,69,0.657,70,0.865,66,-1.0,63,0.598,70,109.23,65,26.144,61,0.281,66,0.0,1,2.534e-07,0,PZ28tRNA,-16.245,PZ28tRNA_SimRNA_2
SimRNA,3,16.84,70,25.256,70,0.667,68,0.9,60,0.0,58,0.604,67,135.48,68,21.326,22,0.249,68,0.0,1,1.346e-06,0,PZ28tRNA,-16.84,PZ28tRNA_SimRNA_3
SimRNA,5,19.324,71,34.436,72,0.561,72,0.783,72,0.0,58,0.514,72,123.24,66,25.229,46,0.178,72,0.0,1,0.0004612,0,PZ28tRNA,-19.324,PZ28tRNA_SimRNA_5
SimRNA,4,23.771,72,33.539,71,0.709,63,0.889,62,-1.0,63,0.667,59,164.44,71,25.242,48,0.212,71,0.0,1,0.1997,0,PZ28tRNA,-23.771,PZ28tRNA_SimRNA_4
RNAComposer,1,4.297,1,5.564,2,0.772,22,0.873,26,-1.0,1,0.723,20,8.34,27,18.904,17,0.363,4,0.0,1,0.0,0,PZ29,-4.297,PZ29_RNAComposer_1
Chen,9,4.676,2,5.74,3,0.815,4,0.9,8,-1.0,1,0.775,7,0.6,3,21.826,27,0.339,9,0.0,1,5.551e-17,0,PZ29,-4.676,PZ29_Chen_9
Szachniuk,3,4.793,3,6.48,6,0.74,31,0.874,18,-1.0,1,0.69,31,11.91,31,19.968,19,0.34,8,0.0,1,5.551e-17,0,PZ29,-4.793,PZ29_Szachniuk_3
RNAComposer,5,4.806,4,6.703,8,0.717,34,0.874,18,-1.0,1,0.659,34,7.15,25,18.268,10,0.346,7,0.0,1,1.11e-16,0,PZ29,-4.806,PZ29_RNAComposer_5
RNAComposer,3,4.829,5,4.829,1,-1.0,36,-1.0,36,-1.0,1,-1.0,36,10.72,29,17.77,3,0.291,24,0.0,1,1.11e-16,0,PZ29,-4.829,PZ29_RNAComposer_3
Szachniuk,1,4.987,6,6.082,4,0.82,2,0.926,3,-1.0,1,0.777,4,5.36,22,18.123,5,0.309,19,0.0,1,2.22e-16,0,PZ29,-4.987,PZ29_Szachniuk_1
Szachniuk,5,4.987,6,6.082,4,0.82,2,0.926,3,-1.0,1,0.777,4,5.36,22,18.123,5,0.309,19,0.0,1,2.22e-16,0,PZ29,-4.987,PZ29_Szachniuk_5
Chen,10,5.241,8,6.613,7,0.793,11,0.9,8,-1.0,1,0.739,18,0.6,3,27.547,36,0.324,13,0.0,1,6.106e-16,0,PZ29,-5.241,PZ29_Chen_10
DasPOSTDEADLINE,8,5.491,9,7.46,10,0.736,33,0.874,18,-1.0,1,0.683,33,2.38,13,18.316,12,0.376,3,0.0,1,1.887e-15,0,PZ29,-5.491,PZ29_DasPOSTDEADLINE_8
DasPOSTDEADLINE,2,5.573,10,7.022,9,0.794,10,0.874,18,-1.0,1,0.765,10,4.76,20,18.123,5,0.4,1,0.0,1,2.72e-15,0,PZ29,-5.573,PZ29_DasPOSTDEADLINE_2
Chen,4,6.011,11,7.657,11,0.785,15,0.9,8,-1.0,1,0.739,18,1.2,11,22.406,28,0.29,26,0.0,1,1.837e-14,0,PZ29,-6.011,PZ29_Chen_4
Szachniuk,2,6.47,12,8.085,12,0.8,8,0.847,30,-1.0,1,0.777,4,7.74,26,20.576,22,0.265,30,0.0,1,1.27e-13,0,PZ29,-6.47,PZ29_Szachniuk_2
Chen,5,6.772,13,8.337,13,0.812,5,0.9,8,-1.0,1,0.77,8,0.61,7,18.163,8,0.324,13,0.0,1,4.373e-13,0,PZ29,-6.772,PZ29_Chen_5
DasPOSTDEADLINE,3,6.799,14,8.74,14,0.778,19,0.927,2,-1.0,1,0.714,24,3.57,18,20.549,21,0.321,15,0.0,1,4.877e-13,0,PZ29,-6.799,PZ29_DasPOSTDEADLINE_3
DasPOSTDEADLINE,4,6.897,15,8.98,16,0.768,24,0.926,3,-1.0,1,0.706,27,2.98,16,17.684,2,0.333,10,0.0,1,7.238e-13,0,PZ29,-6.897,PZ29_DasPOSTDEADLINE_4
Szachniuk,4,7.212,16,8.749,15,0.824,1,0.9,8,-1.0,1,0.8,1,8.34,27,18.311,11,0.291,24,0.0,1,2.517e-12,0,PZ29,-7.212,PZ29_Szachniuk_4
DasPOSTDEADLINE,5,7.44,17,9.84,19,0.756,27,0.874,18,-1.0,1,0.714,24,3.57,18,19.102,18,0.31,18,0.0,1,6.108e-12,0,PZ29,-7.44,PZ29_DasPOSTDEADLINE_5
Chen,8,7.481,18,9.838,18,0.76,26,0.874,18,-1.0,1,0.703,28,1.79,12,23.65,31,0.26,32,0.0,1,7.149e-12,0,PZ29,-7.481,PZ29_Chen_8
Chen,3,7.771,19,9.961,20,0.78,18,0.847,30,-1.0,1,0.745,14,0.0,1,18.266,9,0.301,23,0.0,1,2.14e-11,0,PZ29,-7.771,PZ29_Chen_3
RNAComposer,4,7.791,20,9.617,17,0.81,6,0.873,26,-1.0,1,0.781,3,5.96,24,22.798,30,0.32,16,0.0,1,2.308e-11,0,PZ29,-7.791,PZ29_RNAComposer_4
DasPOSTDEADLINE,9,7.907,21,10.086,22,0.784,16,0.9,8,-1.0,1,0.745,14,2.38,13,17.979,4,0.317,17,0.0,1,3.559e-11,0,PZ29,-7.907,PZ29_DasPOSTDEADLINE_9
DasPOSTDEADLINE,7,8.0,22,10.062,21,0.795,9,0.874,18,-1.0,1,0.797,2,2.38,13,18.623,16,0.362,5,0.0,1,5.006e-11,0,PZ29,-8.0,PZ29_DasPOSTDEADLINE_7
DasPOSTDEADLINE,6,8.924,23,11.472,23,0.778,19,0.9,8,-1.0,1,0.753,12,1.19,8,16.942,1,0.395,2,0.0,1,1.312e-09,0,PZ29,-8.924,PZ29_DasPOSTDEADLINE_6
Chen,2,9.217,24,12.34,26,0.747,29,0.9,8,-1.0,1,0.69,31,0.6,3,20.41,20,0.285,28,0.0,1,3.505e-09,0,PZ29,-9.217,PZ29_Chen_2
DasPOSTDEADLINE,10,9.236,25,11.672,24,0.791,12,0.926,3,-1.0,1,0.76,11,4.76,20,18.342,13,0.349,6,0.0,1,3.73e-09,0,PZ29,-9.236,PZ29_DasPOSTDEADLINE_10
SimRNA,3,9.571,26,12.26,25,0.781,17,0.873,26,-1.0,1,0.741,16,143.96,36,21.767,26,0.286,27,0.0,1,1.109e-08,0,PZ29,-9.571,PZ29_SimRNA_3
RNAComposer,2,10.936,27,14.247,28,0.768,24,0.873,26,-1.0,1,0.719,22,10.72,29,18.499,15,0.333,10,0.0,1,6.631e-07,0,PZ29,-10.936,PZ29_RNAComposer_2
Chen,7,10.995,28,14.209,27,0.774,21,0.9,8,-1.0,1,0.716,23,2.98,16,26.522,34,0.258,33,0.0,1,7.819e-07,0,PZ29,-10.995,PZ29_Chen_7
Chen,1,12.344,29,16.383,32,0.753,28,0.874,18,-1.0,1,0.703,28,0.0,1,21.023,24,0.249,35,0.0,1,2.525e-05,0,PZ29,-12.344,PZ29_Chen_1
SimRNA,5,12.346,30,16.021,29,0.771,23,0.847,30,-1.0,1,0.747,13,137.4,35,22.788,29,0.304,22,0.0,1,2.536e-05,0,PZ29,-12.346,PZ29_SimRNA_5
SimRNA,2,12.85,31,16.328,31,0.787,14,0.926,3,-1.0,1,0.723,20,110.12,32,21.374,25,0.326,12,0.0,1,8.091e-05,0,PZ29,-12.85,PZ29_SimRNA_2
SimRNA,4,13.087,32,17.682,34,0.74,31,0.764,34,-1.0,1,0.741,16,121.05,33,20.805,23,0.278,29,0.0,1,0.000136,0,PZ29,-13.087,PZ29_SimRNA_4
Chen,6,13.194,33,16.286,30,0.81,6,0.9,8,-1.0,1,0.766,9,1.19,8,26.835,35,0.233,36,0.0,1,0.0001711,0,PZ29,-13.194,PZ29_Chen_6
SimRNA,1,13.27,34,17.835,35,0.744,30,0.847,30,-1.0,1,0.699,30,131.91,34,24.417,32,0.254,34,0.0,1,0.0002008,0,PZ29,-13.27,PZ29_SimRNA_1
DasPOSTDEADLINE,1,13.879,35,17.622,33,0.788,13,0.951,1,-1.0,1,0.714,24,1.19,8,18.461,14,0.307,21,0.0,1,0.000686,0,PZ29,-13.879,PZ29_DasPOSTDEADLINE_1
Dokholyan,1,15.734,36,25.253,36,0.623,35,0.563,35,-1.0,1,0.659,34,0.6,3,25.77,33,0.264,31,0.0,1,0.01499,0,PZ29,-15.734,PZ29_Dokholyan_1
Chen,1,5.021,1,7.483,1,0.671,21,0.84,10,-1.0,1,0.597,20,0.36,6,34.781,32,0.043,6,0.0,1,0.0,0,PZ30,-5.021,PZ30_Chen_1
Chen,9,7.381,2,11.206,2,0.659,26,0.798,25,-1.0,1,0.597,20,0.0,1,27.645,18,0.036,23,0.0,1,0.0,0,PZ30,-7.381,PZ30_Chen_9
Chen,4,9.606,3,13.294,3,0.723,4,0.873,5,-1.0,1,0.656,6,1.08,9,29.404,24,0.041,8,0.0,1,0.0,0,PZ30,-9.606,PZ30_Chen_4
